,id,tmdb_id,imdb_id,title,original_title,adult,belongs_to_collection,budget,genres,homepage,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,vote_average,vote_count
289,batman+forever+1995,414,tt0112462,Batman Forever,Batman Forever,False,"{'id': 120794, 'name': 'Batman Collection', 'poster_path': '/adQxUvQW8HXNsvMG5aj71pHh9T.jpg', 'backdrop_path': '/9SpZvXLZDGGtFqVDByGqSGI64Kw.jpg'}",100000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",null,en,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",13.321354,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Polygram Filmed Entertainment', 'id': 31080}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-06-16,336529144,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.2,1529
290,enemy+of+the+state+1998,9798,tt0120660,Enemy of the State,Enemy of the State,False,{},90000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",null,en,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean.",12.978751,/2B0vLBo6gJbnzke4Enc77GCxKrz.jpg,"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'No Such Productions', 'id': 79209}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-11-20,250649836,132,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.7,1266
291,one+flew+over+the+cuckoos+nest+1975,510,tt0073486,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,False,{},3000000,"[{'id': 18, 'name': 'Drama'}]",null,en,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",35.529554,/2Sns5oMb356JNdBHgBETjIpRYy9.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Fantasy Films', 'id': 286}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1975-11-18,108981275,133,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,8.3,3001
292,a+beautiful+mind+2001,453,tt0268978,A Beautiful Mind,A Beautiful Mind,False,{},60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.abeautifulmind.com/,en,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",11.93646,/4SFqHDZ1NvWdysucWbgnYlobdxC.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-12-11,313542341,135,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.7,3087
293,judge+dredd+1995,9482,tt0113492,Judge Dredd,Judge Dredd,False,{},90000000,"[{'id': 878, 'name': 'Science Fiction'}]",null,en,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",8.184815,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-06-30,113493481,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.4,643
294,millers+crossing+1990,379,tt0100150,Miller's Crossing,Miller's Crossing,False,{},14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",null,en,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",7.495853,/gmUAhNHY4bxQzgHjXci5JAW7u62.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Circle Films', 'id': 11273}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-09-21,5080409,115,"[{'iso_639_1': 'gd', 'name': ''}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'yi', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}]",Released,7.5,431
295,the+silence+of+the+lambs+1991,274,tt0102926,The Silence of the Lambs,The Silence of the Lambs,False,"{'id': 9743, 'name': 'The Hannibal Lecter Anthology', 'poster_path': '/aRbyr3KsdmIczGh6VrlvlgQdwMQ.jpg', 'backdrop_path': '/npCbvak9UhjPsZB9Oa2k2jsqI7E.jpg'}",19000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",null,en,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",4.307222,/qjAyTj2BSth1EQ89vNfo0JYVPFN.jpg,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Strong Heart/Demme Production', 'id': 55072}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-02-01,272742922,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,8.1,4549
296,much+ado+about+nothing+1993,11971,tt0107616,Much Ado About Nothing,Much Ado About Nothing,False,{},8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",null,en,"In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",8.62724,/6qlYYvDZ0Tb5h0t7sLwy4sjGIwM.jpg,"[{'name': 'Renaissance Films', 'id': 3102}, {'name': 'American Playhouse Theatrical Films', 'id': 8827}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-05-07,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.2,194
297,the+rock+1996,9802,tt0117500,The Rock,The Rock,False,{},75000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",null,en,"A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops – or he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area.",13.249824,/pAVaLJQBRM4JlZEGXvezwbxOd15.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-06-06,335062621,136,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.9,1474
298,the+eyes+of+tammy+faye+2000,15665,tt0233687,The Eyes of Tammy Faye,The Eyes of Tammy Faye,False,{},0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",null,en,"A documentary look, mostly through the eyes of Tammy Faye Bakker Messner, at her rise and fall as a popular televangelist with husband Jim Bakker.",0.054431,/A5DsZWRJZxZTswlFKX7Ix6X04wq.jpg,[],[],2000-01-25,0,79,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.0,1
299,saving+private+ryan+1998,857,tt0120815,Saving Private Ryan,Saving Private Ryan,False,{},70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",null,en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",21.758054,/miDoEMlYDJhOCvxlzI0wZqBs9Yt.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Mark Gordon Productions', 'id': 11362}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-24,481840909,169,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,7.9,5148
300,the+lawnmower+man+1992,10163,tt0104692,The Lawnmower Man,The Lawnmower Man,False,"{'id': 124935, 'name': 'The Lawnmower Man Collection', 'poster_path': '/slBKrKBbL1g3KURphhAYIyOOH0G.jpg', 'backdrop_path': '/id05z92s8Pwc2wbR9YAKngGqOyP.jpg'}",10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",null,en,A simple man is turned into a genius through the application of computer science.,6.685948,/3tWLM3zMyh3KZOactn8mfjHml05.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Allied Vision', 'id': 5570}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-03-05,32101000,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.4,198
301,the+grudge+2004,1970,tt0391198,The Grudge,The Grudge,False,"{'id': 1974, 'name': 'The Grudge Collection', 'poster_path': '/dohOSIYDEK42stdfKo0pQfrve0h.jpg', 'backdrop_path': '/nRfDTqIuaVLu2aB0qFuSmw8btp0.jpg'}",10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",null,en,"American nurse, Karen Davis moves to Tokyo and encounters a vengeful supernatural spirit known as The Grudge that often possesses its victims. When a series of horrifying and mysterious deaths occur – with the spirit passing its curse onto each victim - Karen must find away to break the spell before she becomes the spirit's next victim.",9.740827,/y05X9RL0FIcEwoVSTppCPcQwhvf.jpg,"[{'name': 'Ghost House Pictures', 'id': 768}, {'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Senator International', 'id': 830}, {'name': 'Colombia Pictures', 'id': 4154}, {'name': 'Fellah Pictures', 'id': 4710}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-10-22,183474602,92,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,5.8,889
302,a+beautiful+mind+2001,453,tt0268978,A Beautiful Mind,A Beautiful Mind,False,{},60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.abeautifulmind.com/,en,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",11.93646,/4SFqHDZ1NvWdysucWbgnYlobdxC.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-12-11,313542341,135,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.7,3087
303,garfield+2004,8920,tt0356634,Garfield,Garfield,False,"{'id': 86115, 'name': 'Garfield Collection', 'poster_path': '/fPCiS9fijCf8zHaddw2QHL6SLgK.jpg', 'backdrop_path': '/hamWxhHSk0oZTcX8uj4PnAooM6h.jpg'}",50000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",null,en,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",10.003679,/v6xvth8PjDG350ARG9H2sF7N3SF.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-06-10,200804534,80,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.2,851
304,liar+liar+1997,1624,tt0119528,Liar Liar,Liar Liar,False,{},45000000,"[{'id': 35, 'name': 'Comedy'}]",null,en,"Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",10.102471,/qd8VcWKrE4cNfInl9Osb8o8h9KP.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-21,302710615,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.4,1456
305,the+rock+1996,9802,tt0117500,The Rock,The Rock,False,{},75000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",null,en,"A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops – or he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area.",13.249824,/pAVaLJQBRM4JlZEGXvezwbxOd15.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-06-06,335062621,136,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.9,1474
306,eternal+sunshine+of+the+spotless+mind+2004,38,tt0338013,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,False,{},20000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.eternalsunshine.com,en,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",12.906327,/7y3eYvTsGjxPYDtSnumCLIMDkrV.jpg,"[{'name': 'Anonymous Content', 'id': 10039}, {'name': 'This Is That Productions', 'id': 10059}, {'name': 'Focus Features', 'id': 10146}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-03-19,72258126,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.9,3758
307,ghosts+of+mississippi+1996,31908,tt0116410,Ghosts of Mississippi,Ghosts of Mississippi,False,{},0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",null,en,"Ghosts of Mississippi is a drama covering the final trial of the assassin, Bryon De La Beckwith, of the 60s civil rights leader Medgar Evers. It begins with the murder and the events surrounding the two initial trials which both ended in a hung jury. The movie then covers District Attorney, Bobby DeLaughters transformation and alliance with Myrlie Evers, wife of Medgar Evers, of the, as he becomes more involved with bringing Beckwith to trial for the third time 30 years later. Some of the characters are played by the actual participants in this story.",15.50082,/eG4VUHBAfukZ5uc7MLxa6xBWg0e.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-12-20,0,130,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.2,40
308,saving+private+ryan+1998,857,tt0120815,Saving Private Ryan,Saving Private Ryan,False,{},70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",null,en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",21.758054,/miDoEMlYDJhOCvxlzI0wZqBs9Yt.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Mark Gordon Productions', 'id': 11362}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-24,481840909,169,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,7.9,5148
309,one+flew+over+the+cuckoos+nest+1975,510,tt0073486,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,False,{},3000000,"[{'id': 18, 'name': 'Drama'}]",null,en,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",35.529554,/2Sns5oMb356JNdBHgBETjIpRYy9.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Fantasy Films', 'id': 286}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1975-11-18,108981275,133,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,8.3,3001
310,cop+land+1997,2142,tt0118887,Cop Land,Cop Land,False,{},15000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",http://www.miramax.com/movie/cop-land,en,"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law.",9.15931,/th2UDVewgUAfIXFUaWGWWBxCM91.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Across the River Productions', 'id': 978}, {'name': 'Woods Entertainment', 'id': 979}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-08-15,44862187,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.6,384
311,millers+crossing+1990,379,tt0100150,Miller's Crossing,Miller's Crossing,False,{},14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",null,en,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",7.495853,/gmUAhNHY4bxQzgHjXci5JAW7u62.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Circle Films', 'id': 11273}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-09-21,5080409,115,"[{'iso_639_1': 'gd', 'name': ''}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'yi', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}]",Released,7.5,431
312,a+perfect+world+1993,9559,tt0107808,A Perfect World,A Perfect World,False,{},30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",null,en,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",8.040589,/4gb38JSPBmAtFopC8vb20Paj20h.jpg,"[{'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-11-24,135130999,138,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.2,376
313,much+ado+about+nothing+1993,11971,tt0107616,Much Ado About Nothing,Much Ado About Nothing,False,{},8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",null,en,"In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",8.62724,/6qlYYvDZ0Tb5h0t7sLwy4sjGIwM.jpg,"[{'name': 'Renaissance Films', 'id': 3102}, {'name': 'American Playhouse Theatrical Films', 'id': 8827}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-05-07,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.2,194
314,powder+1995,12665,tt0114168,Powder,Powder,False,{},0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",null,en,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",12.133094,/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-27,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.3,143
315,the+rock+1996,9802,tt0117500,The Rock,The Rock,False,{},75000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",null,en,"A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops – or he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area.",13.249824,/pAVaLJQBRM4JlZEGXvezwbxOd15.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-06-06,335062621,136,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.9,1474
316,a+christmas+story+1983,850,tt0085334,A Christmas Story,A Christmas Story,False,"{'id': 201873, 'name': 'A Christmas Story Collection', 'poster_path': '/qjHPRBBiluOwJZp7AcMtrs0dNPr.jpg', 'backdrop_path': '/sDJLWSHdsORRGMEii0SWvm7DMwN.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",null,en,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",7.337907,/1dSFarRSXwMjFODxPTwyaiNZotF.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Christmas Tree Films', 'id': 10757}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",1983-11-18,19294144,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.4,352
317,frailty+2001,12149,tt0264616,Frailty,Frailty,False,{},11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",null,en,"A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed ""demons.""",7.397953,/z5EhMVaY7lVzNjYp8rK7Y3IJ11s.jpg,"[{'name': 'Cinerenta Medienbeteiligungs KG', 'id': 995}, {'name': 'American Entertainment Partners L.P.', 'id': 5264}, {'name': 'David Kirschner Productions', 'id': 11050}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-17,13110448,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.0,338
318,batman+forever+1995,414,tt0112462,Batman Forever,Batman Forever,False,"{'id': 120794, 'name': 'Batman Collection', 'poster_path': '/adQxUvQW8HXNsvMG5aj71pHh9T.jpg', 'backdrop_path': '/9SpZvXLZDGGtFqVDByGqSGI64Kw.jpg'}",100000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",null,en,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",13.321354,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Polygram Filmed Entertainment', 'id': 31080}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-06-16,336529144,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.2,1529
319,saving+private+ryan+1998,857,tt0120815,Saving Private Ryan,Saving Private Ryan,False,{},70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",null,en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",21.758054,/miDoEMlYDJhOCvxlzI0wZqBs9Yt.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Mark Gordon Productions', 'id': 11362}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-24,481840909,169,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,7.9,5148
